date_Hr,value_Hr,startDate_energy,endDate_energy,totalTime_energy,value_energy,id_
2020-04-07 12:16:45,60.0,2020-04-07 12:20:13,2020-04-07 12:21:15,62.0,0.319,173
2020-04-07 12:24:02,55.0,2020-04-07 12:24:20,2020-04-07 12:25:22,62.0,0.34700000000000003,174
2020-04-07 12:26:08,55.0,2020-04-07 12:25:22,2020-04-07 12:26:24,62.0,0.382,175
2020-04-07 12:26:08,55.0,2020-04-07 12:26:55,2020-04-07 12:27:57,62.0,0.42200000000000004,176
2020-04-07 12:26:08,55.0,2020-04-07 12:29:50,2020-04-07 12:30:52,62.0,0.43,177
2020-04-07 12:26:08,55.0,2020-04-07 12:31:12,2020-04-07 12:32:14,62.0,0.22699999999999998,178
2020-04-07 12:32:23,59.0,2020-04-07 12:32:35,2020-04-07 12:33:37,62.0,0.152,179
2020-04-07 12:32:23,59.0,2020-04-07 12:33:37,2020-04-07 12:34:39,62.0,0.322,180
2020-04-07 12:47:29,55.0,2020-04-07 12:46:50,2020-04-07 12:47:52,62.0,0.319,181
2020-04-07 12:47:29,55.0,2020-04-07 12:48:13,2020-04-07 12:49:15,62.0,0.09300000000000001,182
2020-04-07 12:53:08,63.0,2020-04-07 12:52:20,2020-04-07 12:53:22,62.0,0.187,183
2020-04-07 12:57:11,51.0,2020-04-07 13:02:08,2020-04-07 13:03:10,62.0,0.555,184
2020-04-07 13:03:21,53.0,2020-04-07 13:04:53,2020-04-07 13:05:55,62.0,0.505,185
2020-04-07 13:03:21,53.0,2020-04-07 13:06:05,2020-04-07 13:07:07,62.0,0.35200000000000004,186
2020-04-07 13:17:09,47.0,2020-04-07 13:18:48,2020-04-07 13:19:50,62.0,0.2,187
2020-04-07 13:17:09,47.0,2020-04-07 13:19:50,2020-04-07 13:20:52,62.0,0.187,188
2020-04-07 13:23:13,50.0,2020-04-07 13:24:28,2020-04-07 13:25:30,62.0,0.242,189
2020-04-07 13:27:19,52.0,2020-04-07 13:27:34,2020-04-07 13:28:36,62.0,0.20600000000000002,190
2020-04-07 13:27:19,52.0,2020-04-07 13:28:46,2020-04-07 13:29:48,62.0,0.6629999999999999,191
2020-04-07 13:27:19,52.0,2020-04-07 13:30:19,2020-04-07 13:31:21,62.0,0.414,192
2020-04-07 13:27:19,52.0,2020-04-07 13:31:21,2020-04-07 13:32:23,62.0,0.457,193
2020-04-07 13:27:19,52.0,2020-04-07 13:34:26,2020-04-07 13:35:28,62.0,0.7959999999999999,194
2020-04-07 13:27:19,52.0,2020-04-07 13:35:28,2020-04-07 13:36:30,62.0,0.8079999999999999,195
2020-04-07 13:27:19,52.0,2020-04-07 13:37:42,2020-04-07 13:38:44,62.0,0.23800000000000002,196
2020-04-07 13:27:19,52.0,2020-04-07 13:38:44,2020-04-07 13:39:46,62.0,0.516,197
2020-04-07 13:27:19,52.0,2020-04-07 13:41:39,2020-04-07 13:42:41,62.0,0.526,198
2020-04-07 13:27:19,52.0,2020-04-07 13:42:41,2020-04-07 13:43:43,62.0,1.117,199
2020-04-08 16:48:55,64.0,2020-04-08 16:48:30,2020-04-08 16:49:32,62.0,0.33299999999999996,200
2020-04-08 16:49:40,55.0,2020-04-08 16:51:36,2020-04-08 16:52:38,62.0,0.315,201
2020-04-08 16:49:40,55.0,2020-04-08 16:52:38,2020-04-08 16:53:40,62.0,0.28800000000000003,202
2020-04-08 16:56:57,58.0,2020-04-08 16:56:35,2020-04-08 16:57:37,62.0,0.196,203
2020-04-08 17:00:01,55.0,2020-04-08 16:59:41,2020-04-08 17:00:43,62.0,0.16399999999999998,204
2020-04-08 17:05:33,57.0,2020-04-08 17:05:21,2020-04-08 17:06:23,62.0,0.361,205
2020-04-08 17:05:33,57.0,2020-04-08 17:06:23,2020-04-08 17:07:25,62.0,0.20800000000000002,206
2020-04-08 17:08:36,57.0,2020-04-08 17:09:49,2020-04-08 17:10:51,62.0,0.257,207
